user_id,items
213,"[(1204, 4.741047613175016), (318, 4.739579743495789), (750, 4.714112566572172), (2571, 4.698048672392091), (2959, 4.621114996382157), (922, 4.613546714059424), (1223, 4.6022367798031745), (2324, 4.571131898265734), (3451, 4.560401387356696), (7361, 4.555290615198333)]"
214,"[(898, 3.9455825588637405), (2019, 3.9299288709033107), (5690, 3.861727620304764), (922, 3.8583101283892502), (1104, 3.8207097390602627), (912, 3.8101580821679026), (2571, 3.802367451024094), (1207, 3.8022247772912383), (31658, 3.797743980304781), (3451, 3.7949960451153566)]"
215,"[(913, 4.602957816671883), (58559, 4.580798882481497), (1204, 4.572978387711615), (1221, 4.569068399261765), (922, 4.56188660008867), (48516, 4.5350582516669435), (3275, 4.508935643416647), (3037, 4.495784590976967), (4011, 4.491876499761995), (1223, 4.4611681629876445)]"
216,"[(4226, 4.842957026514742), (296, 4.738474083958317), (2959, 4.65711322323366), (1204, 4.637504767404865), (750, 4.605776136322493), (858, 4.580752635874806), (7361, 4.56304493997328), (541, 4.557724492288961), (593, 4.515458667159702), (2019, 4.502202406189961)]"
217,"[(56782, 3.834324377798394), (899, 3.820649269884262), (1261, 3.7778907793649403), (69844, 3.7712213316916334), (1204, 3.7066902806212445), (1272, 3.7037901401142386), (3451, 3.6794863539518756), (6016, 3.6770861314414875), (912, 3.673753761553459), (4011, 3.6681993046185526)]"
218,"[(318, 4.276510785200878), (1206, 4.2204951434507985), (527, 4.172521849435154), (2959, 4.044904992351377), (1104, 4.036146034687319), (296, 4.034682267066677), (148626, 4.032555545556196), (111, 4.025568631605905), (912, 4.023997223903691), (858, 4.012920230155464)]"
219,"[(1206, 4.367919132083052), (2019, 4.339831534759634), (750, 4.318146206788093), (720, 4.249496857688913), (68157, 4.21661600034491), (110, 4.151087058455309), (78499, 4.142967114046041), (1208, 4.141481343089677), (1209, 4.133934034899547), (923, 4.110899042196836)]"
220,"[(1208, 5), (750, 5), (1204, 4.729993427868011), (1272, 4.682742079084982), (1223, 4.66225833831008), (913, 4.654397151673943), (1136, 4.647389725379431), (922, 4.640401826995624), (1921, 4.639262615708403), (1221, 4.637920749194658)]"
221,"[(3836, 4.745093305680011), (933, 4.673187661527023), (1249, 4.659474610396072), (6874, 4.654511454692765), (2788, 4.6503498702524775), (1248, 4.638339418338097), (1272, 4.631058756813473), (246, 4.624458933608285), (2324, 4.6230421714014245), (48516, 4.619707626161135)]"
222,"[(318, 4.108964266501109), (1252, 3.9877857691816154), (1196, 3.971437060886922), (1262, 3.9229962628753254), (750, 3.910868086750858), (1276, 3.9084816139627137), (260, 3.9030662017286617), (1223, 3.9009281902238304), (56782, 3.8963269388254025), (912, 3.8912646072639836)]"
223,"[(912, 3.9314518558751903), (1276, 3.917559299700039), (750, 3.8930510161023726), (3275, 3.8820200446580753), (4993, 3.8762007461636094), (904, 3.872302427379172), (720, 3.861454387714289), (6350, 3.849030225019693), (3147, 3.8394148692006405), (2502, 3.8264745804161757)]"
224,"[(55820, 5), (1104, 4.967901374072792), (2160, 4.940629067622352), (293, 4.920697512168143), (1204, 4.889643233608347), (3451, 4.880491073950058), (1208, 4.875305111113287), (750, 4.87164400537099), (1248, 4.870552748420907), (912, 4.870213409816431)]"
225,"[(318, 4.619907399844251), (593, 4.574448635336495), (750, 4.5522053731218755), (112552, 4.499778439740613), (2160, 4.494142124627645), (2324, 4.43605428285396), (933, 4.430288665247115), (923, 4.427962962827154), (527, 4.421407201206403), (6377, 4.398642087142672)]"
226,"[(1178, 4.570910604257012), (858, 4.558874705759121), (1201, 4.48415259156211), (912, 4.47744837272694), (293, 4.444195946378871), (1228, 4.43762761846622), (57669, 4.437506213753137), (1249, 4.437299669738057), (741, 4.432756427789675), (2160, 4.430870021367512)]"
227,"[(1204, 4.740554837585175), (48516, 4.707655994936013), (2324, 4.6852825632794515), (1199, 4.6636407497064924), (1248, 4.650646635946998), (50, 4.6357954734345155), (3275, 4.618002692539957), (913, 4.611245996949373), (922, 4.601596038621057), (4993, 4.584116637725625)]"
228,"[(58559, 4.6562029550134065), (2959, 4.581752937915488), (79132, 4.540921338320951), (48516, 4.527567634301656), (38061, 4.516950255591899), (951, 4.504740633258456), (7361, 4.494429624342244), (750, 4.49302938191898), (1172, 4.483143492126921), (475, 4.481632765468697)]"
229,"[(2959, 4.839343259098694), (4973, 4.6472238122853256), (904, 4.596943284970554), (1208, 4.5873013090637755), (858, 4.541284890316833), (1204, 4.537385938478131), (1225, 4.535094748927935), (1213, 4.530266778035511), (1201, 4.498374474870654), (48516, 4.49795975820465)]"
230,"[(4993, 3.837988428441959), (2324, 3.8363990379378916), (1617, 3.7702958220733107), (3451, 3.767542250424326), (2329, 3.75846781151832), (81845, 3.7550763456879177), (3468, 3.7407663509068616), (1953, 3.714404492017005), (106642, 3.699365766397078), (91529, 3.697963057341724)]"
231,"[(48516, 4.28425743934868), (50, 4.267461188047455), (1104, 4.25597420452968), (148626, 4.211962156125215), (750, 4.209644137441611), (922, 4.198936629195234), (1223, 4.195942802134124), (4993, 4.19465508441269), (1197, 4.171570456048571), (318, 4.168669080311385)]"
232,"[(293, 4.398868735762819), (593, 4.360813520693997), (1213, 4.332261210377622), (1266, 4.267834073080877), (1089, 4.204655108455412), (904, 4.204311531554122), (1201, 4.202813506809871), (1953, 4.202499652907359), (2324, 4.197164118017577), (741, 4.178190871766953)]"
233,"[(1204, 3.9941175414853323), (56782, 3.88362877587518), (904, 3.861021507435782), (912, 3.821282343719876), (750, 3.8133537788792546), (1242, 3.811536146916685), (246, 3.798824779572468), (4226, 3.7974754373493687), (6350, 3.797273369811925), (2502, 3.792733988601242)]"
234,"[(1201, 4.682035820749539), (58559, 4.6110427198564174), (969, 4.565354250359886), (78499, 4.536829060882346), (1272, 4.5277337038314345), (1283, 4.5218789750442845), (912, 4.480972448011431), (89745, 4.480599453021281), (1204, 4.47300667879692), (6377, 4.471083430686255)]"
235,"[(260, 4.592641134980861), (912, 4.548760757494634), (1208, 4.5286789003963825), (3147, 4.514352486166244), (1204, 4.494731720968926), (1203, 4.480963888100685), (1262, 4.461950991710172), (1198, 4.445509988187459), (1197, 4.444962007377623), (1270, 4.423424963536398)]"
236,"[(1198, 5), (2571, 4.9903435521011765), (1148, 4.977661360791103), (296, 4.952955499764375), (593, 4.917909890929881), (1204, 4.916604569697161), (1208, 4.912891924632217), (318, 4.866743110158508), (750, 4.864482322515436), (2959, 4.846753995775501)]"
237,"[(858, 4.33829450532306), (296, 4.272166128842569), (1204, 4.138928363069554), (1248, 4.094987501859819), (2959, 4.087480182711052), (899, 4.086833129977055), (527, 4.0427678524838315), (4973, 4.03873179350582), (1704, 4.033540270777616), (908, 4.033382937133176)]"
238,"[(58559, 4.496692501653755), (4011, 4.485735856226313), (48516, 4.481885653733782), (922, 4.453502572789002), (5690, 4.451293205211976), (1104, 4.442659459387691), (112552, 4.440442760050081), (2571, 4.426349228514158), (1245, 4.384492609107347), (5618, 4.378999220837024)]"
239,"[(1217, 4.717097172649202), (930, 4.713399283481511), (57669, 4.654561114350598), (750, 4.652799108682151), (2067, 4.640596655648711), (1104, 4.5895617023391), (71899, 4.576879169670958), (3200, 4.57429989850377), (2160, 4.5654698053813085), (923, 4.5558083303343615)]"
240,"[(1136, 5), (5952, 5), (7153, 5), (1148, 5), (1230, 5), (1233, 5), (4642, 5), (1267, 4.9898387027461535), (1249, 4.975466747195878), (1223, 4.966606640629781)]"
241,"[(1233, 4.619024367029922), (1136, 4.5939404612022985), (904, 4.574931812516189), (5690, 4.567951813187335), (1223, 4.53509052572767), (3972, 4.52088300630428), (951, 4.5096941525564915), (48516, 4.505276042857758), (750, 4.50466633738724), (1104, 4.480746142204801)]"
242,"[(750, 4.661396146662757), (2959, 4.583476226432007), (912, 4.554747989903985), (720, 4.491862468402668), (1204, 4.487021845954499), (1198, 4.468936818736593), (1203, 4.455447290594627), (50, 4.439507983202248), (68157, 4.429329088498141), (7361, 4.427345995380046)]"
243,"[(1197, 5), (1213, 5), (1250, 5), (3429, 5), (142488, 5), (1248, 5), (3451, 5), (1204, 5), (951, 5), (1198, 4.988051230941224)]"
244,"[(1104, 4.758738917929555), (296, 4.745341276238289), (7153, 4.661762067988641), (899, 4.629681174500367), (223, 4.624920254435148), (750, 4.6219784046461605), (2788, 4.595661241364887), (6016, 4.594305750232954), (4226, 4.5922486487968035), (1945, 4.58821859857654)]"
245,"[(318, 3.608545808594834), (750, 3.539748243094651), (1237, 3.5260304070978465), (1235, 3.5071960903728443), (2571, 3.4860431025403518), (1104, 3.46049476573955), (1233, 3.460448682285572), (2324, 3.449008746672424), (5902, 3.447431168600579), (6787, 3.4342153801111723)]"
246,"[(1204, 5), (2019, 4.99001285461405), (1223, 4.962473279690346), (1197, 4.953703310311663), (750, 4.933058212770228), (3147, 4.910720382025492), (1136, 4.879255629742917), (951, 4.871687795688866), (4878, 4.870100030764278), (48516, 4.86852263907192)]"
247,"[(1104, 4.34285563837581), (1237, 4.281964721617184), (111, 4.279658353995446), (910, 4.267431812016205), (913, 4.255380348294859), (2502, 4.238405247990789), (7022, 4.237836543412562), (2019, 4.220050934933238), (4973, 4.197850614623697), (148626, 4.1664680939179135)]"
248,"[(2324, 4.476015714707724), (1204, 4.414711629359119), (2959, 4.39996175639026), (5618, 4.368582098043378), (904, 4.362186259963403), (1203, 4.352759728361371), (1235, 4.347182061111662), (246, 4.333103035335623), (922, 4.322252387897233), (1136, 4.293288584149628)]"
249,"[(1276, 4.649478585459035), (1136, 4.6313586920429115), (1217, 4.5829588584457515), (1197, 4.56945410290907), (3508, 4.565822509348526), (2019, 4.565566919584434), (1248, 4.563837819220199), (1223, 4.561767662540172), (1204, 4.5527993595572624), (1228, 4.540295951794914)]"
250,"[(356, 4.9857556602863635), (527, 4.984470006815562), (56782, 4.9371569838367035), (1266, 4.931298791190558), (2788, 4.8918450592972915), (1213, 4.871452387237515), (1217, 4.832358179850385), (1276, 4.830049529775265), (7361, 4.826429927111691), (475, 4.824402534774397)]"
251,"[(260, 5), (1136, 5), (1196, 5), (1198, 5), (48516, 5), (2324, 5), (750, 5), (1104, 5), (3275, 4.993978591519116), (858, 4.993133257274802)]"
252,"[(2571, 4.76382912752791), (356, 4.750365379109113), (1204, 4.750039365499415), (2019, 4.7368489530766436), (318, 4.719846068973923), (898, 4.703013748874864), (4973, 4.6956225653721075), (904, 4.681514656863294), (2324, 4.679938658203449), (3275, 4.678623942545131)]"
253,"[(1223, 5), (750, 4.91964923528412), (951, 4.87260630335471), (1204, 4.871416941559161), (1136, 4.870890203069589), (3508, 4.86424784715566), (318, 4.860544697650891), (7361, 4.842381215774598), (31658, 4.839500498427475), (8368, 4.828887733575645)]"
254,"[(899, 4.5927888075259435), (922, 4.536054064391375), (1204, 4.527379850676007), (2324, 4.501279022792681), (1104, 4.485039813144427), (246, 4.469218562485394), (1248, 4.46191239289343), (1136, 4.449608777470699), (56782, 4.4495175819815485), (27611, 4.445418563664427)]"
255,"[(296, 3.8334180406711704), (318, 3.7516171124816156), (2686, 3.6048723090861103), (475, 3.550305622229699), (3275, 3.5445512179938063), (1225, 3.5382115804515766), (1089, 3.530312626382611), (1201, 3.529341577578403), (1277, 3.492899131397565), (1104, 3.4927437352319837)]"
256,"[(1203, 4.846095095611272), (2019, 4.818290492132072), (6807, 4.715587724655725), (2959, 4.696662978794469), (2324, 4.6530698947707885), (7022, 4.644696338808689), (1104, 4.644649477006924), (720, 4.632518448697611), (4226, 4.6308378042941225), (5690, 4.628976832143503)]"
257,"[(318, 4.328963385416989), (1204, 4.125591482759567), (904, 4.071430830932818), (1223, 4.056851674142631), (2324, 4.055155601428583), (1249, 4.038761434966975), (4011, 4.032641997152374), (750, 4.021074240210189), (903, 4.02036986619604), (2761, 3.9918322707635943)]"
258,"[(296, 4.744813144667474), (4973, 4.7262358887213916), (593, 4.7203341802563425), (912, 4.686771138513442), (1221, 4.677186914947033), (1204, 4.658617685816654), (58559, 4.653726032493457), (260, 4.653421237208674), (1262, 4.645425643837087), (50, 4.641582827940687)]"
259,"[(296, 4.441124388816835), (858, 4.312890696661254), (2959, 4.255969988045342), (1250, 4.175505679099282), (318, 4.141310067112796), (1213, 4.118866235352056), (2160, 4.107974385855585), (1196, 4.071112842874319), (6874, 4.050130941983504), (720, 4.0405541340739175)]"
260,"[(1272, 4.4529763948921675), (356, 4.381683549374469), (1197, 4.379859184446483), (3468, 4.369001242998628), (1276, 4.345982204551273), (81845, 4.327511008371574), (105504, 4.316250113401329), (2324, 4.30640966990646), (1237, 4.304641548870018), (953, 4.302413827099754)]"
261,"[(527, 4.671069168444504), (778, 4.5673641739339335), (1204, 4.515201551817415), (2959, 4.514814937580011), (858, 4.510527999464365), (593, 4.490338519565687), (1213, 4.48191417805805), (1221, 4.471514564676276), (56782, 4.450858997514945), (541, 4.438615325518469)]"
262,"[(7153, 4.06333957553614), (858, 3.987351517942547), (5618, 3.9726429879172205), (922, 3.9386004889307547), (1213, 3.9348684917830217), (1204, 3.932375482086805), (246, 3.905937814127274), (750, 3.9056521543110465), (3200, 3.8989348536301773), (2959, 3.8952156335357717)]"
263,"[(1235, 4.467817340381156), (56782, 4.403712667022928), (898, 4.352969938476528), (2329, 4.349796258530348), (1104, 4.335460917499493), (1041, 4.335320173780152), (2580, 4.324791623332475), (177593, 4.322429937248435), (2959, 4.322112463652887), (58559, 4.3129583322823235)]"
264,"[(1204, 4.463678092830629), (1208, 4.397916202754101), (1276, 4.373815178273048), (1217, 4.3553713740114315), (898, 4.333373183902502), (904, 4.307283081888023), (6377, 4.279872679508353), (913, 4.279728075601434), (106642, 4.271351143109471), (3451, 4.25965355331607)]"
265,"[(4993, 4.292470272405264), (1204, 4.263126715063637), (7153, 4.2402921478455795), (904, 4.173921183091185), (38061, 4.160679549569673), (750, 4.131424548377365), (1213, 4.126791226217327), (27773, 4.118213010256894), (58559, 4.117460735907289), (1208, 4.094636562889613)]"
266,"[(2858, 4.822053112878926), (1193, 4.711834718453428), (1252, 4.569402720545028), (858, 4.5555214018349055), (318, 4.551770560149643), (27773, 4.470742476200146), (741, 4.463523186280696), (2019, 4.42445796494131), (750, 4.41873975897169), (1221, 4.412992051856237)]"
267,"[(356, 5), (898, 4.99663955499179), (5618, 4.863686492514539), (922, 4.8526320615519625), (2078, 4.835246266485674), (1204, 4.801641441783905), (741, 4.798304483831464), (91529, 4.781014224903883), (1272, 4.7746032115624235), (1278, 4.745244737335836)]"
268,"[(1136, 4.276881778273043), (1089, 4.230961632825318), (3451, 4.22755691670116), (1228, 4.197397562634686), (1104, 4.189957513741614), (1148, 4.188464439423476), (6620, 4.0727308431345595), (3030, 4.064254504279035), (1225, 4.055607875931635), (30707, 4.045496085520402)]"
269,"[(318, 4.714658409833063), (593, 4.677471511674392), (110, 4.666999565357816), (2959, 4.666197657962383), (858, 4.658972891331935), (750, 4.626298865696944), (260, 4.621400371480176), (3468, 4.6200300156913725), (7361, 4.610694062255184), (356, 4.605262545234482)]"
270,"[(318, 4.477335992827408), (1197, 4.403261883472138), (58559, 4.30963771850154), (2571, 4.288826305640824), (4973, 4.273700094928136), (1204, 4.269136810061875), (1283, 4.265553248798822), (2959, 4.263136189115613), (858, 4.254253555718197), (356, 4.246941997708898)]"
271,"[(1204, 4.111765460827376), (1237, 4.089143748491062), (1201, 4.0810486927402305), (750, 4.056469994972188), (951, 4.009818720495137), (1223, 3.998301166472031), (58559, 3.951687057055387), (899, 3.948513433090986), (260, 3.9453517561014757), (1196, 3.9428280258382693)]"
272,"[(50, 4.262445373763024), (1104, 4.261063015122434), (750, 4.25927991312493), (260, 4.245261702743385), (2019, 4.2212288508119915), (912, 4.209398733044737), (858, 4.2058997505655595), (1204, 4.183289023913438), (1196, 4.178488450192631), (1261, 4.166919609787615)]"
273,"[(4973, 4.943117550006486), (1035, 4.890238448476094), (1204, 4.889420277336822), (1136, 4.883727890202917), (912, 4.868477671706), (1250, 4.840132419878635), (904, 4.839640708566326), (1248, 4.835586584781774), (112552, 4.822561672133025), (1225, 4.807291936685062)]"
274,"[(3451, 4.128893710193613), (3468, 4.0987248534116585), (1237, 4.072996227742243), (44195, 4.070000931249651), (38061, 4.044864058327798), (1217, 4.02865921461421), (720, 4.0272440512009196), (951, 4.019492453556816), (5902, 4.00961357178346), (57669, 3.9935100803780856)]"
275,"[(2762, 5), (247, 4.864484638218315), (1073, 4.818705717276697), (109374, 4.770310310473823), (1090, 4.741375858864596), (2788, 4.729858657210663), (3836, 4.699355104057587), (7153, 4.684962280587588), (28, 4.678254555726003), (6807, 4.6767325472523495)]"
276,"[(110, 5), (296, 5), (527, 5), (1089, 5), (1198, 5), (1208, 5), (1213, 5), (1258, 5), (1732, 5), (2028, 5)]"
277,"[(1223, 4.658058487863593), (1217, 4.58075099842262), (922, 4.535414219409333), (1276, 4.459508972147955), (60069, 4.456569719556112), (750, 4.439412766349291), (2324, 4.432867103385413), (148626, 4.415475438134156), (48516, 4.411444889119115), (2019, 4.406863299301796)]"
278,"[(2959, 4.565672408046676), (1221, 4.496351620891784), (1213, 4.486415660553257), (2329, 4.483562734479049), (741, 4.476306384436806), (2019, 4.475221697167893), (296, 4.447647883610159), (904, 4.4453496885161865), (3468, 4.4423728961512845), (1248, 4.440139402193335)]"
279,"[(1223, 4.341493830710579), (750, 4.306883673702554), (5618, 4.2178378400903815), (4973, 4.191112233993357), (3275, 4.186581151514454), (1237, 4.180052875934857), (741, 4.171292979576873), (1207, 4.1703680445006786), (1272, 4.152226445734173), (720, 4.1463140417506645)]"
280,"[(527, 4.840788888365396), (296, 4.823253710017617), (318, 4.818524234245713), (858, 4.801427196419026), (2324, 4.774484493439655), (1136, 4.772969598237488), (2959, 4.718381373225066), (2571, 4.709887192628429), (1266, 4.698996019163579), (4993, 4.68348074512961)]"
281,"[(750, 4.21786907193377), (1136, 4.21467696948432), (858, 4.188840243090553), (7153, 4.18248886021929), (1252, 4.16321296428289), (527, 4.151931482629467), (4993, 4.141904021391053), (1041, 4.120192335204192), (2202, 4.114900085626133), (1213, 4.100722943685864)]"
282,"[(1204, 4.719629688480482), (1197, 4.706663883405529), (4011, 4.690305270902974), (1223, 4.637420159838789), (922, 4.625024608058337), (908, 4.619656088125242), (475, 4.6160681096677685), (1252, 4.60682847686512), (7361, 4.5927337124957495), (741, 4.5783251680660415)]"
283,"[(1204, 4.234413632637699), (2324, 4.232075776687373), (56782, 4.195400564848373), (750, 4.184940654862298), (47, 4.15721972248162), (112552, 4.107321027225662), (1223, 4.097825492906843), (1209, 4.092699232181928), (3275, 4.070000033910894), (1235, 4.054147321671461)]"
284,"[(1104, 4.987612208521145), (541, 4.7450276870143275), (1204, 4.7017333070559975), (1233, 4.684528749487397), (260, 4.676715234834688), (1193, 4.66564809410776), (1199, 4.665461618708364), (1237, 4.664851763488971), (1208, 4.662750803594513), (1261, 4.64255613755942)]"
285,"[(922, 4.502236051307909), (3275, 4.485752799123216), (908, 4.470712473988652), (2160, 4.448822399725884), (1223, 4.44369286084726), (2959, 4.423785640205743), (177593, 4.422152400561629), (318, 4.412970426160879), (2067, 4.404010028850487), (916, 4.396146361740599)]"
286,"[(2019, 4.714284758051523), (1203, 4.591058506554653), (1136, 4.563658416437951), (1148, 4.538904508462467), (912, 4.512736241842717), (1270, 4.482286313745213), (898, 4.481286557767793), (58559, 4.477579553731903), (720, 4.47389543160083), (1217, 4.459279880771185)]"
287,"[(1201, 4.048303576551222), (720, 3.8792181068100584), (4226, 3.8321181494223575), (2858, 3.824499256327529), (2571, 3.820056382058458), (7153, 3.8043162327219155), (3275, 3.7990956326780485), (912, 3.7501371875399547), (1148, 3.7165024877499127), (1221, 3.716147534603568)]"
288,"[(858, 4.888808002305751), (1221, 4.457565555377512), (2858, 4.455735566239535), (293, 4.353107304702118), (78499, 4.255063866925603), (1921, 4.1922940988781425), (79132, 4.184734386338633), (2160, 4.171044236736269), (1267, 4.16863987607255), (2067, 4.154308112340774)]"
289,"[(1089, 4.6484041074963995), (50, 4.596517422531838), (296, 4.593045175644355), (318, 4.523019477097016), (858, 4.519979185066979), (2858, 4.484723119319528), (923, 4.448225075619007), (904, 4.446048758747867), (1206, 4.443657821389518), (1196, 4.432462302687748)]"
290,"[(58559, 4.73375014182893), (1203, 4.7316518474783145), (922, 4.678290181509252), (48516, 4.675552960443621), (1104, 4.63111940697288), (741, 4.606232778122894), (4011, 4.601052056759183), (1201, 4.595165515615615), (2186, 4.5880597140659685), (1197, 4.580368689802476)]"
291,"[(912, 4.964225874657613), (318, 4.921627154279485), (527, 4.913310469967868), (1223, 4.8718562552773745), (904, 4.851102818261811), (260, 4.840689709050958), (1204, 4.840055292413753), (750, 4.83175676319824), (858, 4.829317630790531), (1261, 4.826273144165621)]"
292,"[(904, 4.354072504116696), (106642, 4.326332339748228), (1204, 4.29487033806372), (1261, 4.173578307650105), (922, 4.170938546740191), (1235, 4.153722248783748), (908, 4.104332187762223), (1234, 4.103625928785999), (7008, 4.1025326782646445), (1208, 4.087159637106613)]"
293,"[(356, 3.929130737337328), (318, 3.7861342815908037), (1197, 3.7696912916199974), (4011, 3.718975440277762), (260, 3.717622579358673), (2571, 3.6993520213918405), (1204, 3.6991440257314663), (4973, 3.6891612288250024), (750, 3.686787912566538), (5690, 3.682813564604071)]"
294,"[(969, 3.9155195310328095), (88129, 3.8723087056724528), (1035, 3.8690183371844316), (1246, 3.8557416292509012), (4973, 3.8263419748904273), (2788, 3.796905983607612), (541, 3.766641018922099), (1248, 3.760521320715249), (2324, 3.759027395821633), (6016, 3.7519216422774537)]"
295,"[(527, 4.581369241193402), (608, 4.581352436014488), (750, 4.508464156475791), (1204, 4.503398330036199), (260, 4.484016190478959), (2858, 4.4770143234942), (1258, 4.456960737843814), (898, 4.416903885185726), (2997, 4.382517446625122), (1206, 4.36840946001563)]"
296,"[(1204, 4.839812025937152), (4226, 4.802569981609109), (541, 4.717792719713926), (593, 4.708013175580049), (2019, 4.636414397999956), (7361, 4.619177138276163), (1262, 4.612733176622121), (164179, 4.594863924125114), (750, 4.586771079458527), (48516, 4.581335338221436)]"
297,"[(318, 3.9093288479653645), (296, 3.85435593470883), (858, 3.8454934011457826), (2571, 3.823186939356913), (2959, 3.8154928527907104), (1214, 3.8122152423867357), (4226, 3.793661148707985), (527, 3.736431285518097), (750, 3.703399214119451), (260, 3.7033500686785628)]"
298,"[(1090, 3.745283649387421), (1073, 3.656522762152666), (1204, 3.6411227500232624), (1172, 3.607804237688935), (44195, 3.5207150601835435), (2028, 3.513060836098173), (1262, 3.475432094864777), (1394, 3.4736182734946293), (3030, 3.4389005827331594), (923, 3.4363338698524224)]"
299,"[(1193, 4.517246009297072), (318, 4.4240540159201345), (1252, 4.420234184229331), (527, 4.400235174773639), (912, 4.378236007227629), (48516, 4.362829243996443), (1203, 4.360792124644266), (1104, 4.345720635353213), (908, 4.345220874009983), (1237, 4.343120148611984)]"
300,"[(750, 4.785151236214004), (1197, 4.734527739141495), (3468, 4.699959207612511), (1204, 4.67845177121476), (50, 4.591974981840108), (1223, 4.591281789282574), (904, 4.581025989568493), (1212, 4.561940403258278), (3275, 4.552413111070095), (4306, 4.5368354033522555)]"
301,"[(1204, 4.1234816967564765), (306, 4.115071730899018), (926, 4.11114861850394), (318, 4.108020412996222), (1272, 4.080955216338811), (1221, 4.053983403247761), (904, 4.047785509114839), (1237, 4.043521448350294), (5690, 4.015666996948592), (7371, 4.010133574200881)]"
302,"[(318, 4.796814094281595), (50, 4.734064615792136), (4973, 4.721709151762705), (1197, 4.694494251853752), (2858, 4.676183750476921), (356, 4.67419404416962), (593, 4.6584290972957385), (2324, 4.652176435518331), (2959, 4.636894043046454), (1210, 4.630826885698675)]"
303,"[(922, 4.630849038402492), (6787, 4.608955631202055), (1204, 4.59401034176844), (1198, 4.578277621621136), (50, 4.575338254807392), (1291, 4.57250920816601), (4995, 4.543719328378068), (3468, 4.54139921791354), (5992, 4.525576925283717), (1223, 4.520862226028538)]"
304,"[(1204, 4.873171784241966), (2324, 4.798814592853749), (6787, 4.724308858661724), (750, 4.720187168532753), (1199, 4.678692217396804), (112552, 4.665034544083482), (7153, 4.657339979235772), (741, 4.654494449813257), (60069, 4.653984926036482), (2160, 4.653409986378975)]"
305,"[(912, 4.800705450920126), (94959, 4.652117748910164), (1217, 4.648839524246432), (7361, 4.637816808409908), (741, 4.6238916546468785), (111, 4.611873554022089), (923, 4.603942770196786), (1228, 4.599412291848279), (5747, 4.5965803077200675), (1283, 4.5957931656674775)]"
306,"[(3275, 4.2048557871319066), (1223, 4.1833898136115115), (1204, 4.174627592313), (96821, 4.159069328800354), (750, 4.155451011592672), (1237, 4.142639919638585), (1261, 4.136263482440997), (913, 4.130833215118009), (1248, 4.126815243891885), (296, 4.12680578993109)]"
307,"[(750, 4.306984804173076), (720, 4.2128369825146414), (6, 4.145560291674289), (1249, 4.1012299235364535), (74458, 4.063106433088596), (1208, 4.032427208692718), (2019, 3.9889380734270556), (2202, 3.96931268059564), (79132, 3.9602898901338675), (1266, 3.949288445877486)]"
308,"[(81845, 3.2456274108765566), (5971, 3.239452816598051), (5690, 3.22528027684781), (898, 3.206357109030311), (973, 3.202629261754648), (194, 3.1991575907183307), (81834, 3.1835435201975906), (3083, 3.176478743907942), (1845, 3.16994402502161), (2078, 3.1658024179904607)]"
309,"[(2959, 4.344195566925221), (899, 4.342712243784126), (750, 4.339008429806812), (1217, 4.331776816644917), (3275, 4.331366085361972), (1248, 4.330323556910516), (112552, 4.324771075545422), (7361, 4.319037630895484), (3451, 4.314544455524549), (2160, 4.302837034897318)]"
310,"[(720, 4.63615724562038), (593, 4.438903834688268), (1136, 4.3776723340777295), (293, 4.368266844295555), (933, 4.349505747237442), (7361, 4.3461215043401555), (908, 4.341491040873878), (2324, 4.335728398371652), (1617, 4.325091103448327), (1221, 4.322397910248795)]"
311,"[(750, 3.399507203076176), (1104, 3.384004703666631), (1206, 3.3578636343282224), (1199, 3.334682494964909), (858, 3.3346513037075756), (1213, 3.3201253136881244), (2571, 3.3058134883846577), (1089, 3.2949656608034585), (1136, 3.2700321130510313), (2502, 3.2687257010658057)]"
312,"[(858, 4.73858639902956), (1221, 4.656069314436488), (1193, 4.651407842329173), (318, 4.615252674202035), (1276, 4.614455801800799), (1201, 4.527633791605925), (908, 4.5165439725997905), (1136, 4.514686059763422), (1228, 4.5135964636203045), (4011, 4.510973766031016)]"
313,"[(1237, 4.7335948914426975), (2360, 4.649997441415454), (1884, 4.594766309803818), (51255, 4.5330775653157485), (72226, 4.493861769983849), (1704, 4.4706220903678044), (1201, 4.458604498266899), (909, 4.450675920973774), (4027, 4.42935410747101), (38061, 4.42654045071443)]"
314,"[(912, 4.172803904394101), (1203, 4.126539247808667), (1148, 4.104366660131364), (4973, 4.098294210805157), (1197, 4.071438756921743), (4878, 4.065448891540967), (750, 3.9987319465084785), (1262, 3.9944930534965875), (48516, 3.989262184749215), (1223, 3.969942244348165)]"
315,"[(318, 4.32825252154678), (1208, 4.080734623684603), (1198, 4.001477878696485), (296, 3.99985642600483), (720, 3.9599752676835145), (2542, 3.9555457207417244), (48516, 3.946341904821547), (7361, 3.9382135718850013), (1267, 3.9381077505750013), (1196, 3.930615298920138)]"
316,"[(858, 4.214566676657965), (318, 4.1822597361155545), (296, 4.1632618912695785), (527, 4.116709760154725), (48516, 4.050661605627472), (1242, 4.043656360150231), (3949, 3.9784012857541744), (1249, 3.9674367713734435), (912, 3.94091626624202), (1225, 3.937321903519879)]"
